	Tax Effect Of Unusual Items	Tax Rate For Calcs	Normalized EBITDA	Total Unusual Items	Total Unusual Items Excluding Goodwill	Net Income From Continuing Operation Net Minority Interest	Reconciled Depreciation	Reconciled Cost Of Revenue	EBITDA	EBIT	Normalized Income	Net Income From Continuing And Discontinued Operation	Total Expenses	Diluted Average Shares	Basic Average Shares	Diluted EPS	Basic EPS	Diluted NI Availto Com Stockholders	Net Income Common Stockholders	Net Income	Minority Interests	Net Income Including Noncontrolling Interests	Net Income Continuous Operations	Tax Provision	Pretax Income	Other Income Expense	Other Non Operating Income Expenses	Special Income Charges	Other Special Charges	Operating Income	Operating Expense	Other Operating Expenses	Provision For Doubtful Accounts	Research And Development	Selling General And Administration	Selling And Marketing Expense	General And Administrative Expense	Other Gand A	Salaries And Wages	Gross Profit	Cost Of Revenue	Total Revenue	Operating Revenue	Ordinary Shares Number	Share Issued	Net Debt	Total Debt	Tangible Book Value	Invested Capital	Working Capital	Net Tangible Assets	Common Stock Equity	Total Capitalization	Total Equity Gross Minority Interest	Minority Interest	Stockholders Equity	Gains Losses Not Affecting Retained Earnings	Other Equity Adjustments	Retained Earnings	Additional Paid In Capital	Capital Stock	Common Stock	Preferred Stock	Total Liabilities Net Minority Interest	Total Non Current Liabilities Net Minority Interest	Other Non Current Liabilities	Long Term Debt And Capital Lease Obligation	Long Term Debt	Current Liabilities	Other Current Liabilities	Current Debt And Capital Lease Obligation	Current Debt	Other Current Borrowings	Payables And Accrued Expenses	Payables	Other Payable	Accounts Payable	Total Assets	Total Non Current Assets	Other Non Current Assets	Non Current Prepaid Assets	Non Current Deferred Assets	Investments And Advances	Investmentin Financial Assets	Held To Maturity Securities	Goodwill And Other Intangible Assets	Other Intangible Assets	Goodwill	Net PPE	Accumulated Depreciation	Gross PPE	Leases	Construction In Progress	Machinery Furniture Equipment	Properties	Current Assets	Other Current Assets	Current Deferred Assets	Restricted Cash	Prepaid Assets	Receivables	Accounts Receivable	Allowance For Doubtful Accounts Receivable	Gross Accounts Receivable	Cash Cash Equivalents And Short Term Investments	Other Short Term Investments	Cash And Cash Equivalents	Free Cash Flow	Repurchase Of Capital Stock	Repayment Of Debt	Issuance Of Debt	Issuance Of Capital Stock	Capital Expenditure	Interest Paid Supplemental Data	Income Tax Paid Supplemental Data	End Cash Position	Beginning Cash Position	Effect Of Exchange Rate Changes	Changes In Cash	Financing Cash Flow	Cash Flow From Continuing Financing Activities	Net Other Financing Charges	Proceeds From Stock Option Exercised	Net Common Stock Issuance	Common Stock Payments	Common Stock Issuance	Net Issuance Payments Of Debt	Net Short Term Debt Issuance	Short Term Debt Payments	Short Term Debt Issuance	Net Long Term Debt Issuance	Long Term Debt Payments	Long Term Debt Issuance	Investing Cash Flow	Cash Flow From Continuing Investing Activities	Net Other Investing Changes	Net Investment Purchase And Sale	Sale Of Investment	Purchase Of Investment	Net Business Purchase And Sale	Sale Of Business	Purchase Of Business	Net PPE Purchase And Sale	Purchase Of PPE	Capital Expenditure Reported	Operating Cash Flow	Cash Flow From Continuing Operating Activities	Change In Working Capital	Change In Other Working Capital	Change In Other Current Liabilities	Change In Other Current Assets	Change In Payables And Accrued Expense	Change In Payable	Change In Account Payable	Change In Prepaid Assets	Change In Receivables	Changes In Account Receivables	Other Non Cash Items	Stock Based Compensation	Provisionand Write Offof Assets	Deferred Tax	Deferred Income Tax	Depreciation Amortization Depletion	Depreciation And Amortization	Net Income From Continuing Operations
2026-06-30	0.0	0.192	597000000.0			561000000.0	23000000.0	236000000.0	597000000.0	574000000.0	561000000.0	561000000.0	734000000.0	912000000.0	899000000.0	0.62	0.62	561000000.0	561000000.0	561000000.0	-12000000.0	573000000.0	573000000.0	136000000.0	709000000.0	135000000.0	135000000.0			574000000.0	498000000.0	27000000.0	56000000.0	256000000.0	159000000.0	89000000.0	70000000.0	70000000.0		1072000000.0	236000000.0	1308000000.0	1165000000.0	899000000.0	899000000.0	17344000000.0	22706000000.0	8718000000.0	32186000000.0	9956000000.0	8718000000.0	9480000000.0	11650000000.0	9541000000.0	61000000.0	9480000000.0	-10000000.0	-10000000.0	-1241000000.0	10731000000.0	0.0	0.0	0.0	47009000000.0	2433000000.0	263000000.0	2170000000.0	2170000000.0	44576000000.0	6151000000.0	20536000000.0	20536000000.0	20536000000.0	17889000000.0	17889000000.0	17243000000.0	646000000.0	56550000000.0	2018000000.0	489000000.0	11000000.0	579000000.0				762000000.0	246000000.0	516000000.0	177000000.0							54532000000.0	1220000000.0	220000000.0	13263000000.0	196000000.0	23471000000.0	23471000000.0	-10000000.0	23481000000.0	16162000000.0	10800000000.0	5362000000.0	696000000.0	-414000000.0	-2521000000.0	4976000000.0	0.0	-24000000.0	10000000.0	101000000.0	13674000000.0	11821000000.0	-3000000.0	1856000000.0	1906000000.0	1906000000.0	-153000000.0	18000000.0	-414000000.0	-414000000.0	0.0	2455000000.0				4966000000.0	-10000000.0	4976000000.0	-770000000.0	-770000000.0	-537000000.0	-108000000.0	28000000.0	-136000000.0	-101000000.0	77000000.0	-178000000.0	-12000000.0	-12000000.0	-12000000.0	720000000.0	720000000.0	123000000.0	310000000.0	7268000000.0	-65000000.0	470000000.0	470000000.0	67000000.0	-557000000.0	-7303000000.0	-4622000000.0	1000000.0	105000000.0	56000000.0	-32000000.0	-32000000.0	23000000.0	23000000.0	573000000.0
2026-03-31	0.0	0.158	434000000.0			350000000.0	23000000.0	207000000.0	434000000.0	411000000.0	350000000.0	350000000.0	656000000.0	915038823.0	899154939.0	0.38	0.39	350000000.0	350000000.0	350000000.0	4000000.0	346000000.0	346000000.0	65000000.0	411000000.0					411000000.0	449000000.0	14000000.0	36000000.0	241000000.0	158000000.0	95000000.0	63000000.0	63000000.0		860000000.0	207000000.0	1067000000.0	982000000.0	901218559.0	901218559.0	8375000000.0	13387000000.0	8715000000.0	22706000000.0	7859000000.0	8715000000.0	9319000000.0	9319000000.0	9688000000.0	369000000.0	9319000000.0	2000000.0	2000000.0	-1802000000.0	11119000000.0	0.0	0.0	0.0	35786000000.0	232000000.0	232000000.0			35554000000.0	4865000000.0	13387000000.0	13387000000.0	13387000000.0	17302000000.0	17302000000.0	16780000000.0	522000000.0	45474000000.0	2061000000.0	762000000.0	11000000.0	522000000.0				604000000.0	203000000.0	401000000.0	162000000.0							43413000000.0	671000000.0	207000000.0	11568000000.0	182000000.0	18599000000.0	18599000000.0	-15000000.0	18614000000.0	12186000000.0	7174000000.0	5012000000.0	2020000000.0	-250000000.0	-15000000.0	117000000.0	312000000.0	-18000000.0	15000000.0	70000000.0	11821000000.0	9893000000.0	-6000000.0	1934000000.0	180000000.0	180000000.0	14000000.0	2000000.0	62000000.0	-250000000.0	312000000.0	102000000.0				102000000.0	-15000000.0	117000000.0	-284000000.0	-284000000.0	-121000000.0	-92000000.0	0.0	-92000000.0	-53000000.0	18000000.0	-71000000.0	-9000000.0	-9000000.0	-9000000.0	2038000000.0	2038000000.0	1504000000.0	-4069000000.0	1808000000.0	138000000.0	4724000000.0	4724000000.0	-69000000.0	-46000000.0	-1051000000.0	-104000000.0	3000000.0	92000000.0	36000000.0	34000000.0	34000000.0	23000000.0	23000000.0	346000000.0
2025-12-31	0.0	0.08472	673000000.0			605000000.0	23000000.0	301000000.0	673000000.0	650000000.0	605000000.0	605000000.0	633000000.0	917718432.0	897877147.0	0.66	0.67	605000000.0	605000000.0	605000000.0		605000000.0	605000000.0	56000000.0	661000000.0	11000000.0	11000000.0			650000000.0	332000000.0	15000000.0	36000000.0	232000000.0	49000000.0	80000000.0	-31000000.0	75000000.0		982000000.0	301000000.0	1283000000.0	1187000000.0	901328432.0	901328432.0	7365000000.0	11626000000.0	8587000000.0	20766000000.0	7534000000.0	8587000000.0	9140000000.0	9140000000.0	9151000000.0	11000000.0	9140000000.0	8000000.0	8000000.0	-2152000000.0	11284000000.0	0.0	0.0	0.0	28986000000.0	215000000.0	215000000.0			28771000000.0	4696000000.0	11626000000.0	11626000000.0	11626000000.0	12449000000.0	12449000000.0	11986000000.0	463000000.0	38137000000.0	1832000000.0	686000000.0	11000000.0	428000000.0				553000000.0	168000000.0	385000000.0	154000000.0	-214000000.0	368000000.0	48000000.0	40000000.0	280000000.0	0.0	36305000000.0	671000000.0	185000000.0	6451000000.0	127000000.0	18420000000.0	18420000000.0	-16000000.0	18436000000.0	10451000000.0	6190000000.0	4261000000.0	-950000000.0	-100000000.0	-2051000000.0	2274000000.0		-13000000.0	11000000.0	12000000.0	9893000000.0	11269000000.0	1000000.0	-1377000000.0	118000000.0	118000000.0	-14000000.0	9000000.0	-100000000.0	-100000000.0		223000000.0				223000000.0	-4752000000.0	4975000000.0	-558000000.0	-558000000.0	-354000000.0	-191000000.0	53000000.0	-244000000.0	0.0	0.0	0.0	-2000000.0	-2000000.0	-11000000.0	-937000000.0	-937000000.0	-1848000000.0	1298000000.0	-3985000000.0	-589000000.0	-274000000.0	-274000000.0	57000000.0	752000000.0	950000000.0	-3249000000.0	-10000000.0	76000000.0	36000000.0			23000000.0	23000000.0	605000000.0
2025-09-30	0.0	0.123	657000000.0			556000000.0	22000000.0	169000000.0	657000000.0	635000000.0	556000000.0	556000000.0	639000000.0	917940660.0	889261220.0	0.61	0.63	556000000.0	556000000.0	556000000.0		556000000.0	556000000.0	78000000.0	634000000.0	-1000000.0	-1000000.0			635000000.0	470000000.0	11000000.0	26000000.0	237000000.0	196000000.0	89000000.0	107000000.0	69000000.0	38000000.0	1105000000.0	169000000.0	1274000000.0	1186000000.0	898668362.0	898668362.0	11335000000.0	15666000000.0	8009000000.0	24233000000.0	7217000000.0	8009000000.0	8567000000.0	8567000000.0	8567000000.0		8567000000.0	7000000.0	7000000.0	-2757000000.0	11317000000.0	0.0	0.0	0.0	32885000000.0	123000000.0	123000000.0			32762000000.0	4380000000.0	15666000000.0	15666000000.0	15666000000.0	12716000000.0	12716000000.0	12317000000.0	399000000.0	41452000000.0	1473000000.0	392000000.0	13000000.0	360000000.0				558000000.0	172000000.0	386000000.0	150000000.0							39979000000.0	326000000.0	161000000.0	9883000000.0	128000000.0	14872000000.0	14872000000.0	-18000000.0	14890000000.0	14609000000.0	10278000000.0	4331000000.0	-1588000000.0	-107000000.0	-2700000000.0	2841000000.0		-12000000.0	8000000.0	1000000.0	11269000000.0	12992000000.0	0.0	-1723000000.0	-5000000.0	-5000000.0	-42000000.0	3000000.0	-107000000.0	-107000000.0		141000000.0	1000000.0	-2700000000.0	2700000000.0	140000000.0	0.0	140000000.0	-142000000.0	-142000000.0	-219000000.0	89000000.0	81000000.0	8000000.0	0.0	0.0	0.0	-3000000.0	-3000000.0	-9000000.0	-1576000000.0	-1576000000.0	-2263000000.0	-1522000000.0	3123000000.0	86000000.0	1843000000.0	1843000000.0	37000000.0	-738000000.0	-5055000000.0	-4607000000.0	5000000.0	78000000.0	26000000.0			22000000.0	22000000.0	556000000.0
2025-06-30	0.0	0.127	460000000.0			386000000.0	21000000.0	180000000.0	460000000.0	439000000.0	386000000.0	386000000.0	550000000.0	909127658.0	882149402.0	0.42	0.44	386000000.0	386000000.0	386000000.0	0.0	386000000.0	386000000.0	56000000.0	442000000.0	3000000.0	3000000.0			439000000.0	370000000.0	10000000.0	28000000.0	214000000.0	118000000.0	86000000.0	32000000.0	32000000.0	39000000.0	809000000.0	180000000.0	989000000.0	896000000.0	888217555.0	888217555.0	8478000000.0	12640000000.0	7498000000.0	20712000000.0	6711000000.0	7498000000.0	8072000000.0	8072000000.0	8072000000.0		8072000000.0	7000000.0	7000000.0	-3313000000.0	11378000000.0	0.0	0.0	0.0	27252000000.0	130000000.0	130000000.0			27122000000.0	3602000000.0	12640000000.0	12640000000.0	12640000000.0	10880000000.0	10880000000.0	10511000000.0	369000000.0	35324000000.0	1491000000.0	486000000.0	15000000.0	267000000.0				574000000.0	191000000.0	383000000.0	149000000.0							33833000000.0	345000000.0	124000000.0	9659000000.0	108000000.0	10059000000.0	10059000000.0	-20000000.0	10079000000.0	13538000000.0	9376000000.0	4162000000.0	3491000000.0	-124000000.0	-1000000.0	81000000.0	0.0	-18000000.0	3000000.0	53000000.0	12992000000.0	8930000000.0	7000000.0	4055000000.0	-286000000.0	-286000000.0	-261000000.0	19000000.0	-124000000.0	-124000000.0	0.0	80000000.0				81000000.0	0.0	81000000.0	832000000.0	832000000.0	-144000000.0	50000000.0	58000000.0	-8000000.0	944000000.0	1168000000.0	-224000000.0	-8000000.0	-8000000.0	-10000000.0	3509000000.0	3509000000.0	2992000000.0	-238000000.0	3556000000.0	0.0	2292000000.0	2292000000.0	12000000.0	-90000000.0	-2528000000.0	-483000000.0	4000000.0	78000000.0	28000000.0	0.0	0.0	21000000.0	21000000.0	386000000.0
2025-03-31				-2000000.0	-2000000.0																0.0					1000000.0	1000000.0	-2000000.0	2000000.0										29000000.0																																																																									0.0														0.0																																			0.0	0.0			
2024-12-31																																							20000000.0																0.0																												0.0	0.0	0.0					-154000000.0	293000000.0	42000000.0	39000000.0	212000000.0	0.0																																																																						
