Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-04-30 16:00:00-04:00	0.57		
2026-02-05 16:00:00-05:00	1.45	1.68	16.45
2025-10-30 16:00:00-04:00	1.05	1.26	20.73
2025-07-31 16:00:00-04:00	0.69	0.92	34.04
2025-05-01 16:00:00-04:00	0.51	0.66	30.94
2025-02-12 16:00:00-05:00	0.25	0.36	44.26
2024-10-29 16:00:00-04:00	-0.07	0.16	344.09
2024-08-06 16:00:00-04:00	0.13	0.34	170.16
2024-05-07 16:00:00-04:00	-0.16	0.29	284.44
