	Tax Effect Of Unusual Items	Tax Rate For Calcs	Normalized EBITDA	Total Unusual Items	Total Unusual Items Excluding Goodwill	Net Income From Continuing Operation Net Minority Interest	Reconciled Depreciation	Reconciled Cost Of Revenue	EBITDA	EBIT	Net Interest Income	Interest Income	Normalized Income	Net Income From Continuing And Discontinued Operation	Total Expenses	Total Operating Income As Reported	Diluted Average Shares	Basic Average Shares	Diluted EPS	Basic EPS	Diluted NI Availto Com Stockholders	Net Income Common Stockholders	Net Income	Minority Interests	Net Income Including Noncontrolling Interests	Net Income Continuous Operations	Tax Provision	Pretax Income	Other Income Expense	Other Non Operating Income Expenses	Gain On Sale Of Security	Net Non Operating Interest Income Expense	Interest Income Non Operating	Operating Income	Operating Expense	Other Operating Expenses	Research And Development	Selling General And Administration	General And Administrative Expense	Other Gand A	Gross Profit	Cost Of Revenue	Total Revenue	Operating Revenue	Ordinary Shares Number	Share Issued	Total Debt	Tangible Book Value	Invested Capital	Working Capital	Net Tangible Assets	Capital Lease Obligations	Common Stock Equity	Total Capitalization	Total Equity Gross Minority Interest	Minority Interest	Stockholders Equity	Retained Earnings	Additional Paid In Capital	Capital Stock	Common Stock	Total Liabilities Net Minority Interest	Total Non Current Liabilities Net Minority Interest	Other Non Current Liabilities	Derivative Product Liabilities	Non Current Deferred Liabilities	Non Current Deferred Revenue	Current Liabilities	Other Current Liabilities	Current Deferred Liabilities	Current Deferred Revenue	Current Debt And Capital Lease Obligation	Current Capital Lease Obligation	Pensionand Other Post Retirement Benefit Plans Current	Payables And Accrued Expenses	Current Accrued Expenses	Payables	Accounts Payable	Total Assets	Total Non Current Assets	Other Non Current Assets	Non Current Accounts Receivable	Investments And Advances	Goodwill And Other Intangible Assets	Other Intangible Assets	Goodwill	Net PPE	Accumulated Depreciation	Gross PPE	Leases	Construction In Progress	Other Properties	Machinery Furniture Equipment	Properties	Current Assets	Other Current Assets	Restricted Cash	Receivables	Accounts Receivable	Allowance For Doubtful Accounts Receivable	Gross Accounts Receivable	Cash Cash Equivalents And Short Term Investments	Other Short Term Investments	Cash And Cash Equivalents	Free Cash Flow	Issuance Of Capital Stock	Capital Expenditure	Income Tax Paid Supplemental Data	End Cash Position	Beginning Cash Position	Changes In Cash	Financing Cash Flow	Cash Flow From Continuing Financing Activities	Proceeds From Stock Option Exercised	Net Common Stock Issuance	Common Stock Issuance	Investing Cash Flow	Cash Flow From Continuing Investing Activities	Net Investment Purchase And Sale	Sale Of Investment	Purchase Of Investment	Net PPE Purchase And Sale	Purchase Of PPE	Operating Cash Flow	Cash Flow From Continuing Operating Activities	Change In Working Capital	Change In Other Working Capital	Change In Other Current Liabilities	Change In Payables And Accrued Expense	Change In Accrued Expense	Change In Payable	Change In Account Payable	Change In Prepaid Assets	Change In Inventory	Change In Receivables	Changes In Account Receivables	Other Non Cash Items	Stock Based Compensation	Provisionand Write Offof Assets	Asset Impairment Charge	Depreciation Amortization Depletion	Depreciation And Amortization	Amortization Cash Flow	Amortization Of Intangibles	Depreciation	Operating Gains Losses	Gain Loss On Investment Securities	Gain Loss On Sale Of PPE	Net Income From Continuing Operations
2026-06-30	0.0	0.0	-77609000.0	13940000.0	13940000.0	-47539000.0	334000.0	227000.0	-63669000.0	-64003000.0			-61479000.0	-47539000.0	64078000.0	-64003000.0	364523356.0	364523356.0	-0.13	-0.13	-47539000.0	-47539000.0	-47539000.0	2524000.0	-50063000.0	-50063000.0	0.0	-50063000.0	13940000.0		13940000.0			-64003000.0	63851000.0	18547000.0	18429000.0	26875000.0	26875000.0	26875000.0	-152000.0	227000.0	75000.0	75000.0	410367790.0	410367790.0	756000.0	2035716000.0	2061309000.0	1072024000.0	2035716000.0	756000.0	2061309000.0	2061309000.0	2013657000.0	-47652000.0	2061309000.0	-824425000.0	2885691000.0	43000.0	43000.0	35536000.0	6468000.0	5955000.0		513000.0	513000.0	29068000.0		240000.0	240000.0	756000.0	756000.0	8308000.0	19764000.0		19764000.0	19764000.0	2049193000.0	948101000.0	29783000.0	68553000.0	820849000.0	25593000.0	17338000.0	8255000.0	3323000.0	-17294000.0	20617000.0	489000.0	369000.0	1165000.0	18594000.0	0.0	1101092000.0	10654000.0	5100000.0	13190000.0	13190000.0		13190000.0	1072148000.0	305688000.0	766460000.0	-58613000.0	947214000.0	-431000.0	0.0	776023000.0	346229000.0	429794000.0	947310000.0	947310000.0	96000.0	947214000.0	947214000.0	-459334000.0	-459334000.0	-458903000.0	418688000.0	-877591000.0	-431000.0	-431000.0	-58182000.0	-58182000.0	-14966000.0	-304000.0		-2941000.0	1065000.0	-4006000.0	-4006000.0	-3087000.0		-8949000.0	-5488000.0		6513000.0			334000.0	334000.0			334000.0				-50063000.0
2026-03-31	0.0	0.0	-57215000.0			-44015000.0	309000.0	544000.0	-57215000.0	-57524000.0	10835000.0	10835000.0	-44015000.0	-44015000.0	58089000.0	-57524000.0	319712720.0	319712720.0	-0.14	-0.14	-44015000.0	-44015000.0	-44015000.0	2670000.0	-46685000.0	-46685000.0	0.0	-46685000.0	4000.0	4000.0		10835000.0	10835000.0	-57524000.0	57545000.0	19901000.0	12805000.0	24839000.0	24839000.0	24839000.0	21000.0	544000.0	565000.0	565000.0	323741458.0	323741458.0	728000.0	1141236000.0	1166874000.0	877527000.0	1141236000.0	728000.0	1166874000.0	1166874000.0	1109897000.0	-56977000.0	1166874000.0	-776886000.0	1943726000.0	34000.0	34000.0	38430000.0	7492000.0	7185000.0		307000.0	307000.0	30938000.0		1409000.0	1409000.0	728000.0	728000.0	7243000.0	21558000.0		21558000.0	21558000.0	1148327000.0	239862000.0	27317000.0	65092000.0	118634000.0	25638000.0	17383000.0	8255000.0	3181000.0	-17005000.0	20186000.0	489000.0	331000.0	1165000.0	18201000.0	0.0	908465000.0	4768000.0	5100000.0	8468000.0	8468000.0	-5488000.0	13956000.0	890129000.0	549000000.0	341129000.0	-316200000.0	37261000.0	-1522000.0	0.0	346229000.0	841517000.0	-495288000.0	37792000.0	37792000.0	531000.0	37261000.0	37261000.0	-218402000.0	-218402000.0	-216880000.0	228665000.0	-445545000.0	-1522000.0	-1522000.0	-314678000.0	-314678000.0	-273541000.0	875000.0		-265232000.0	-1037000.0	-264195000.0	-264195000.0	-7769000.0		-1415000.0	-90000.0		5239000.0			309000.0	309000.0			309000.0				-46685000.0
2025-12-31	0.0	0.0	-81330000.0	8878000.0	8878000.0	-50829000.0	270000.0	1869000.0	-72452000.0	-72722000.0			-59707000.0	-50829000.0	74530000.0	-72722000.0					-50829000.0	-50829000.0	-50829000.0	12983000.0	-63812000.0	-63812000.0	0.0	-63812000.0	8910000.0	32000.0	8878000.0			-72722000.0	72661000.0	14300000.0	13545000.0	44816000.0	44816000.0	44816000.0	-61000.0	1869000.0	1808000.0	1942000.0	318480601.0	318480601.0		1143159000.0	1168841000.0	976516000.0	1143159000.0		1168841000.0	1168841000.0	1113551000.0	-55290000.0	1168841000.0	-732871000.0	1901678000.0	34000.0	34000.0	298961000.0	2905000.0	2570000.0		335000.0	335000.0	296056000.0		613000.0	613000.0			8280000.0	287163000.0	648000.0	286515000.0	286515000.0	1412512000.0	139940000.0	15613000.0	63767000.0	32954000.0	25682000.0	17427000.0	8255000.0	1924000.0	-16740000.0	18664000.0	489000.0	61000.0	1165000.0	16949000.0	0.0	1272572000.0	4877000.0	5100000.0	8378000.0	8378000.0			1254217000.0	417800000.0	836417000.0	-204071000.0	737364000.0	-367000.0		841517000.0	412685000.0	428832000.0	737466000.0	737466000.0	518000.0	737364000.0	737364000.0	-104930000.0	-104930000.0	-104563000.0	109327000.0	-213890000.0	-367000.0	-367000.0	-203704000.0	-203704000.0	-144781000.0	-8000.0	-31428000.0	-116130000.0	-421000.0	-115709000.0	-115709000.0	-3573000.0	2721000.0	3637000.0	3637000.0		4665000.0		0.0	270000.0	270000.0			93000.0			-46000.0	-63812000.0
2025-09-30	0.0	0.0	-543908000.0	5761000.0	5761000.0	-273319000.0	293000.0	5533000.0	-538147000.0	-538440000.0			-279080000.0	-273319000.0	546682000.0	-538440000.0	147685584.0	147685584.0	-1.85	-1.85	-273319000.0	-273319000.0	-273319000.0	259327000.0	-532646000.0	-532646000.0	0.0	-532646000.0	5794000.0	33000.0	5761000.0			-538440000.0	541149000.0	10873000.0	11054000.0	519222000.0	519222000.0	519222000.0	2709000.0	5533000.0	8242000.0	8210000.0	167595781.0	167595781.0		802982000.0	828708000.0	274190000.0	802982000.0		828708000.0	828708000.0	434816000.0	-393892000.0	828708000.0	-682042000.0	1510720000.0	30000.0	30000.0	448319000.0	2691000.0	2209000.0		482000.0	482000.0	445628000.0	32323000.0	630000.0	630000.0			8700000.0	403975000.0	560000.0	403415000.0	403415000.0	883135000.0	163317000.0	10167000.0	63315000.0	61991000.0	25726000.0	17471000.0	8255000.0	2118000.0	-18661000.0	20779000.0	2189000.0	521000.0	1165000.0	16904000.0	0.0	719818000.0	7746000.0	5100000.0	15187000.0	15187000.0			691785000.0	284200000.0	407585000.0	-199940000.0	462613000.0			412685000.0	302795000.0	109890000.0	463802000.0	463802000.0	1189000.0	462613000.0	462613000.0	-154113000.0	-154113000.0	-153972000.0	126764000.0	-280736000.0	-141000.0	-141000.0	-199799000.0	-199799000.0	327752000.0	313000.0	99000.0	340251000.0	2401000.0	337850000.0	337850000.0	-11549000.0		18565000.0	-2394000.0		4798000.0		0.0	293000.0	293000.0			293000.0	0.0		0.0	-532646000.0
2025-06-30	0.0	0.0	-48229000.0	5452000.0	5452000.0	-17641000.0	305000.0	6273000.0	-42777000.0	-43082000.0	5452000.0	5452000.0	-23093000.0	-17641000.0	51136000.0	-43082000.0	133417743.0	133417743.0	-0.13	-0.13	-17641000.0	-17641000.0	-17641000.0	19968000.0	-37609000.0	-37609000.0	0.0	-37609000.0	5473000.0	21000.0	5452000.0	5452000.0	5452000.0	-43082000.0	44863000.0	10538000.0	11802000.0	22523000.0	22523000.0	22523000.0	1781000.0	6273000.0	8054000.0	7986000.0	133753450.0	133753450.0		667100000.0	692871000.0	337634000.0	667100000.0		692871000.0	692871000.0	498862000.0	-194009000.0	692871000.0	-408723000.0	1101566000.0	28000.0	28000.0	107590000.0	2664000.0	2321000.0		343000.0	343000.0	104926000.0	32323000.0	299000.0	299000.0			6299000.0	66005000.0	1376000.0	64629000.0	64629000.0	606452000.0	163892000.0	2769000.0	64338000.0	69168000.0	25771000.0	17516000.0	8255000.0	1846000.0	-18411000.0	20257000.0	2189000.0	0.0	1165000.0	16903000.0	0.0	442560000.0	3918000.0	5100000.0	12796000.0	12796000.0			420746000.0	123051000.0	297695000.0	-33254000.0	0.0		0.0	302795000.0	496522000.0	-193727000.0	1746000.0	1746000.0	1746000.0	0.0	0.0	-162152000.0	-162152000.0	-162219000.0	0.0	-162219000.0	67000.0	67000.0	-33321000.0	-33321000.0	-1298000.0	-226000.0		18208000.0	694000.0	17514000.0	17514000.0	-371000.0		-18806000.0	544000.0		5239000.0		0.0	305000.0	305000.0	45000.0	45000.0	305000.0			46000.0	-37609000.0
2025-03-31											5211000.0	5211000.0					127718255.0	127718255.0	-0.11	-0.11										63000.0		5211000.0	5211000.0																																				32327000.0							1141000.0																								-1000000.0	14338000.0						-67000.0	1600000.0																																0.0			44000.0	44000.0				0.0	
2024-12-31				-170030000.0	-170030000.0						3113000.0	3113000.0																			-170030000.0	3113000.0	3113000.0																																0.0				32327000.0							1356000.0																								-1000000.0	22104000.0																											-1147000.0									328000.0		943000.0	0.0			44000.0	44000.0		169908000.0	170030000.0		
