	Tax Effect Of Unusual Items	Tax Rate For Calcs	Normalized EBITDA	Net Income From Continuing Operation Net Minority Interest	Reconciled Depreciation	Reconciled Cost Of Revenue	EBITDA	EBIT	Net Interest Income	Interest Expense	Interest Income	Normalized Income	Net Income From Continuing And Discontinued Operation	Total Expenses	Total Operating Income As Reported	Diluted Average Shares	Basic Average Shares	Diluted EPS	Basic EPS	Diluted NI Availto Com Stockholders	Net Income Common Stockholders	Net Income	Minority Interests	Net Income Including Noncontrolling Interests	Net Income Continuous Operations	Tax Provision	Pretax Income	Other Income Expense	Other Non Operating Income Expenses	Net Non Operating Interest Income Expense	Interest Expense Non Operating	Interest Income Non Operating	Operating Income	Operating Expense	Other Operating Expenses	Selling General And Administration	Gross Profit	Cost Of Revenue	Total Revenue	Operating Revenue	Ordinary Shares Number	Share Issued	Net Debt	Total Debt	Tangible Book Value	Invested Capital	Working Capital	Net Tangible Assets	Capital Lease Obligations	Common Stock Equity	Total Capitalization	Total Equity Gross Minority Interest	Minority Interest	Stockholders Equity	Gains Losses Not Affecting Retained Earnings	Other Equity Adjustments	Foreign Currency Translation Adjustments	Retained Earnings	Additional Paid In Capital	Capital Stock	Common Stock	Total Liabilities Net Minority Interest	Total Non Current Liabilities Net Minority Interest	Other Non Current Liabilities	Long Term Debt And Capital Lease Obligation	Long Term Capital Lease Obligation	Long Term Debt	Current Liabilities	Current Deferred Liabilities	Current Deferred Revenue	Current Debt And Capital Lease Obligation	Current Capital Lease Obligation	Current Debt	Other Current Borrowings	Payables And Accrued Expenses	Current Accrued Expenses	Payables	Dividends Payable	Total Tax Payable	Income Tax Payable	Accounts Payable	Total Assets	Total Non Current Assets	Other Non Current Assets	Goodwill And Other Intangible Assets	Goodwill	Net PPE	Accumulated Depreciation	Gross PPE	Construction In Progress	Other Properties	Machinery Furniture Equipment	Buildings And Improvements	Land And Improvements	Properties	Current Assets	Other Current Assets	Inventory	Receivables	Accounts Receivable	Cash Cash Equivalents And Short Term Investments	Cash And Cash Equivalents	Free Cash Flow	Repurchase Of Capital Stock	Repayment Of Debt	Issuance Of Debt	Capital Expenditure	End Cash Position	Beginning Cash Position	Effect Of Exchange Rate Changes	Changes In Cash	Financing Cash Flow	Cash Flow From Continuing Financing Activities	Net Other Financing Charges	Cash Dividends Paid	Common Stock Dividend Paid	Net Common Stock Issuance	Common Stock Payments	Net Issuance Payments Of Debt	Net Short Term Debt Issuance	Net Long Term Debt Issuance	Long Term Debt Payments	Long Term Debt Issuance	Investing Cash Flow	Cash Flow From Continuing Investing Activities	Net Other Investing Changes	Net Investment Purchase And Sale	Sale Of Investment	Net Business Purchase And Sale	Net PPE Purchase And Sale	Sale Of PPE	Purchase Of PPE	Operating Cash Flow	Cash Flow From Continuing Operating Activities	Change In Working Capital	Change In Payables And Accrued Expense	Change In Accrued Expense	Change In Payable	Change In Account Payable	Change In Tax Payable	Change In Income Tax Payable	Change In Inventory	Change In Receivables	Other Non Cash Items	Deferred Tax	Deferred Income Tax	Depreciation Amortization Depletion	Depreciation And Amortization	Operating Gains Losses	Gain Loss On Investment Securities	Net Income From Continuing Operations
2026-04-30	0.0	0.231953	11668000000.0	5330000000.0	3821000000.0	133058000000.0	11668000000.0	7847000000.0	-620000000.0	699000000.0	79000000.0	5330000000.0	5330000000.0	170258000000.0	7493000000.0	7999000000.0	7969000000.0	0.67	0.67	5330000000.0	5330000000.0	5330000000.0	-160000000.0	5490000000.0	5490000000.0	1658000000.0	7148000000.0	275000000.0	275000000.0	-620000000.0	699000000.0	79000000.0	7493000000.0	37200000000.0	37200000000.0		44693000000.0	133058000000.0	177751000000.0	177751000000.0	7962000000.0	7962000000.0	40727000000.0	74179000000.0	66178000000.0	145786000000.0	-26189000000.0	66178000000.0	22723000000.0	94330000000.0	131217000000.0	100975000000.0	6645000000.0	94330000000.0	-13605000000.0	-13605000000.0		100241000000.0	6898000000.0	796000000.0	796000000.0	188632000000.0	74049000000.0	16952000000.0	57097000000.0	20210000000.0	36887000000.0	114583000000.0			17082000000.0	2513000000.0	14569000000.0	14569000000.0	97501000000.0	27530000000.0	69971000000.0	5921000000.0	1174000000.0	1174000000.0	62876000000.0	289607000000.0	201213000000.0	14019000000.0	28152000000.0	28152000000.0	159042000000.0		159042000000.0		159042000000.0					88394000000.0	4433000000.0	62570000000.0	10662000000.0	10662000000.0	10729000000.0	10729000000.0	-1946000000.0	-2080000000.0	-1504000000.0	4230000000.0	-6684000000.0	11319000000.0	11321000000.0	-331000000.0	329000000.0	2328000000.0	2328000000.0	-476000000.0	-1972000000.0	-1972000000.0	-2080000000.0	-2080000000.0	6856000000.0	4130000000.0	2726000000.0	-1504000000.0	4230000000.0	-6737000000.0	-6737000000.0	-89000000.0				-6648000000.0	36000000.0	-6684000000.0	4738000000.0	4738000000.0	-5364000000.0	-1926000000.0	-3351000000.0	1425000000.0	1177000000.0	248000000.0	248000000.0	-3833000000.0	395000000.0	411000000.0	640000000.0	640000000.0	3821000000.0	3821000000.0	-260000000.0	-260000000.0	5490000000.0
2026-01-31	0.0	0.264322	10420000000.0	4237000000.0	3741000000.0	143615000000.0	10420000000.0	6679000000.0	-621000000.0	709000000.0	88000000.0	4237000000.0	4237000000.0	181948000000.0	8708000000.0	8009000000.0	7971000000.0	0.53	0.53	4237000000.0	4237000000.0	4237000000.0	-155000000.0	4392000000.0	4392000000.0	1578000000.0	5970000000.0	-2117000000.0	-2117000000.0	-621000000.0	709000000.0	88000000.0	8708000000.0	38333000000.0	38333000000.0		47041000000.0	143615000000.0	190656000000.0	190656000000.0	7969000000.0	7969000000.0	34035000000.0	67095000000.0	70882000000.0	144379000000.0	-22595000000.0	70882000000.0	22333000000.0	99617000000.0	134241000000.0	106180000000.0	6563000000.0	99617000000.0	-12770000000.0	-12770000000.0		104774000000.0	6816000000.0	797000000.0	797000000.0	178488000000.0	71019000000.0	16549000000.0	54470000000.0	19846000000.0	34624000000.0	107469000000.0	2941000000.0	2941000000.0	12625000000.0	2487000000.0	10138000000.0	10138000000.0	91903000000.0	24136000000.0	67767000000.0		4706000000.0	596000000.0	63061000000.0	284668000000.0	199794000000.0	14103000000.0	28735000000.0	28735000000.0	156956000000.0	-120338000000.0	277294000000.0	18728000000.0	20873000000.0	88467000000.0	128472000000.0	20754000000.0	0.0	84874000000.0	4124000000.0	58851000000.0	11172000000.0	11172000000.0	10727000000.0	10727000000.0	6098000000.0	-1080000000.0	0.0	0.0	-8015000000.0	11321000000.0	11097000000.0	-28000000.0	252000000.0	-6541000000.0	-6541000000.0	-1794000000.0	-1877000000.0	-1877000000.0	-1080000000.0	-1080000000.0	-1790000000.0	-1790000000.0	0.0	0.0	0.0	-7320000000.0	-7320000000.0	583000000.0	128000000.0	128000000.0		-7978000000.0	37000000.0	-8015000000.0	14113000000.0	14113000000.0	2803000000.0	-4967000000.0	713000000.0	-5680000000.0	-5666000000.0	-14000000.0	-14000000.0	6778000000.0	992000000.0	1103000000.0	-33000000.0	-33000000.0	3741000000.0	3741000000.0	2107000000.0	2107000000.0	4392000000.0
2025-10-31	0.0	0.256291	12476000000.0	6143000000.0	3606000000.0	134706000000.0	12476000000.0	8870000000.0	-591000000.0	684000000.0	93000000.0	6143000000.0	6143000000.0	172800000000.0	6696000000.0	8011000000.0	7974000000.0	0.77	0.77	6143000000.0	6143000000.0	6143000000.0	55000000.0	6088000000.0	6088000000.0	2098000000.0	8186000000.0	2081000000.0	2081000000.0	-591000000.0	684000000.0	93000000.0	6696000000.0	38094000000.0	38094000000.0		44790000000.0	134706000000.0	179496000000.0	179496000000.0	7972000000.0	7972000000.0	35787000000.0	68424000000.0	67372000000.0	142463000000.0	-22812000000.0	67372000000.0	22055000000.0	96094000000.0	130539000000.0	102512000000.0	6418000000.0	96094000000.0	-13124000000.0	-13124000000.0		101558000000.0	6863000000.0	797000000.0	797000000.0	186143000000.0	70411000000.0	16345000000.0	54066000000.0	19621000000.0	34445000000.0	115732000000.0			14358000000.0	2434000000.0	11924000000.0	11924000000.0	101374000000.0	31521000000.0	69853000000.0	1908000000.0	789000000.0	789000000.0	67156000000.0	288655000000.0	195735000000.0	16173000000.0	28722000000.0	28722000000.0	150840000000.0		150840000000.0		150840000000.0					92920000000.0	4869000000.0	65354000000.0	12115000000.0	12115000000.0	10582000000.0	10582000000.0	1882000000.0	-808000000.0	-1750000000.0	0.0	-7218000000.0	11097000000.0	9877000000.0	-30000000.0	1250000000.0	-19000000.0	-19000000.0	-140000000.0	-1875000000.0	-1875000000.0	-808000000.0	-808000000.0	2804000000.0	4554000000.0	-1750000000.0	-1750000000.0	0.0	-7831000000.0	-7831000000.0	-665000000.0	24000000.0	24000000.0		-7190000000.0	28000000.0	-7218000000.0	9100000000.0	9100000000.0	-902000000.0	8383000000.0	2347000000.0	6036000000.0	5975000000.0	61000000.0	61000000.0	-7562000000.0	-1723000000.0	1606000000.0	759000000.0	759000000.0	3606000000.0	3606000000.0	-2057000000.0	-2057000000.0	6088000000.0
2025-07-31	0.0	0.232643	13575000000.0	7026000000.0	3487000000.0	132771000000.0	13575000000.0	10088000000.0	-675000000.0	769000000.0	94000000.0	7026000000.0	7026000000.0	170116000000.0	7286000000.0	8016000000.0	7978000000.0	0.88	0.88	7026000000.0	7026000000.0	7026000000.0	-125000000.0	7151000000.0	7151000000.0	2168000000.0	9319000000.0	2708000000.0	2708000000.0	-675000000.0	769000000.0	94000000.0	7286000000.0	37345000000.0	37345000000.0		44631000000.0	132771000000.0	177402000000.0	177402000000.0	7975000000.0	7975000000.0	34057000000.0	65014000000.0	61050000000.0	133598000000.0	-21533000000.0	61050000000.0	21526000000.0	90110000000.0	125750000000.0	96857000000.0	6747000000.0	90110000000.0	-12733000000.0	-12733000000.0		96328000000.0	5718000000.0	797000000.0	797000000.0	173980000000.0	70414000000.0	15656000000.0	54758000000.0	19118000000.0	35640000000.0	103566000000.0			10256000000.0	2408000000.0	7848000000.0	7848000000.0	93310000000.0	28821000000.0	64489000000.0	3783000000.0	620000000.0	620000000.0	60086000000.0	270837000000.0	188804000000.0	14187000000.0	29060000000.0	29060000000.0	145557000000.0		145557000000.0		145557000000.0					82033000000.0	4355000000.0	57729000000.0	10518000000.0	10518000000.0	9431000000.0	9431000000.0	6518000000.0	-1645000000.0	-875000000.0	0.0	-6423000000.0	9877000000.0	9932000000.0	111000000.0	-166000000.0	-7001000000.0	-7001000000.0	-844000000.0	-1875000000.0	-1875000000.0	-1645000000.0	-1645000000.0	-2637000000.0	-1762000000.0	-875000000.0	-875000000.0	0.0	-6106000000.0	-6106000000.0	-474000000.0				-6407000000.0	16000000.0	-6423000000.0	12941000000.0	12941000000.0	2424000000.0	2949000000.0	2174000000.0	775000000.0	1612000000.0	-837000000.0	-837000000.0	148000000.0	-673000000.0	869000000.0	1627000000.0	1627000000.0	3487000000.0	3487000000.0	-2617000000.0	-2617000000.0	7151000000.0
2025-04-30	0.0	0.226059	10000000000.0	4487000000.0	3369000000.0	124303000000.0	10000000000.0	6631000000.0	-544000000.0	637000000.0	93000000.0	4487000000.0	4487000000.0	158474000000.0	7135000000.0	8051000000.0	8011000000.0	0.56	0.56	4487000000.0	4487000000.0	4487000000.0	-152000000.0	4639000000.0	4639000000.0	1355000000.0	5994000000.0	-597000000.0	-597000000.0	-544000000.0	637000000.0	93000000.0	7135000000.0	34171000000.0	34171000000.0		41306000000.0	124303000000.0	165609000000.0	165609000000.0	7986000000.0	7986000000.0	36889000000.0	67205000000.0	54927000000.0	129993000000.0	-22667000000.0	54927000000.0	21005000000.0	83793000000.0	120313000000.0	90648000000.0	6855000000.0	83793000000.0	-13296000000.0	-682000000.0	-12614000000.0	90849000000.0	5441000000.0	799000000.0	799000000.0	171724000000.0	68804000000.0	13609000000.0	55195000000.0	18675000000.0	36520000000.0	102920000000.0			12010000000.0	2330000000.0	9680000000.0	9680000000.0	90910000000.0	26085000000.0	64825000000.0	5660000000.0	1465000000.0	1465000000.0	57700000000.0	262372000000.0	182119000000.0	12369000000.0	28866000000.0	28866000000.0	140884000000.0		140884000000.0		140884000000.0					80253000000.0	3789000000.0	57467000000.0	9686000000.0	9686000000.0	9311000000.0	9311000000.0	425000000.0	-4555000000.0	0.0	3983000000.0	-4986000000.0	9932000000.0	9536000000.0	70000000.0	326000000.0	8000000.0	8000000.0	-61000000.0	-1880000000.0	-1880000000.0	-4555000000.0	-4555000000.0	6504000000.0	2521000000.0	3983000000.0	0.0	3983000000.0	-5093000000.0	-5093000000.0	-132000000.0				-4961000000.0	25000000.0	-4986000000.0	5411000000.0	5411000000.0	-3573000000.0	-3034000000.0	-3627000000.0	593000000.0	-310000000.0	903000000.0	903000000.0	-807000000.0	268000000.0	501000000.0	-76000000.0	-76000000.0	3369000000.0	3369000000.0	551000000.0	551000000.0	4639000000.0
2025-01-31																																				36523000000.0																					-12661000000.0												2755000000.0	2755000000.0																		-111624000000.0		15403000000.0		78899000000.0	117973000000.0	19342000000.0	0.0																																267000000.0	267000000.0	-1899000000.0																						
