	Tax Effect Of Unusual Items	Tax Rate For Calcs	Normalized EBITDA	Total Unusual Items	Total Unusual Items Excluding Goodwill	Net Income From Continuing Operation Net Minority Interest	Reconciled Depreciation	Reconciled Cost Of Revenue	EBITDA	EBIT	Net Interest Income	Interest Expense	Normalized Income	Net Income From Continuing And Discontinued Operation	Total Expenses	Total Operating Income As Reported	Diluted Average Shares	Basic Average Shares	Diluted EPS	Basic EPS	Diluted NI Availto Com Stockholders	Net Income Common Stockholders	Net Income	Minority Interests	Net Income Including Noncontrolling Interests	Net Income Continuous Operations	Tax Provision	Pretax Income	Other Income Expense	Other Non Operating Income Expenses	Special Income Charges	Other Special Charges	Restructuring And Mergern Acquisition	Net Non Operating Interest Income Expense	Interest Expense Non Operating	Operating Income	Operating Expense	Other Operating Expenses	Depreciation Amortization Depletion Income Statement	Depreciation And Amortization In Income Statement	Amortization	Amortization Of Intangibles Income Statement	Research And Development	Selling General And Administration	Gross Profit	Cost Of Revenue	Total Revenue	Operating Revenue	Ordinary Shares Number	Share Issued	Net Debt	Total Debt	Tangible Book Value	Invested Capital	Working Capital	Net Tangible Assets	Capital Lease Obligations	Common Stock Equity	Total Capitalization	Total Equity Gross Minority Interest	Minority Interest	Stockholders Equity	Other Equity Interest	Gains Losses Not Affecting Retained Earnings	Other Equity Adjustments	Retained Earnings	Additional Paid In Capital	Capital Stock	Common Stock	Total Liabilities Net Minority Interest	Total Non Current Liabilities Net Minority Interest	Other Non Current Liabilities	Employee Benefits	Tradeand Other Payables Non Current	Non Current Deferred Liabilities	Non Current Deferred Taxes Liabilities	Long Term Debt And Capital Lease Obligation	Long Term Capital Lease Obligation	Long Term Debt	Current Liabilities	Other Current Liabilities	Current Debt And Capital Lease Obligation	Current Capital Lease Obligation	Current Debt	Other Current Borrowings	Line Of Credit	Commercial Paper	Current Notes Payable	Pensionand Other Post Retirement Benefit Plans Current	Payables And Accrued Expenses	Current Accrued Expenses	Payables	Total Tax Payable	Income Tax Payable	Accounts Payable	Total Assets	Total Non Current Assets	Other Non Current Assets	Non Current Accounts Receivable	Goodwill And Other Intangible Assets	Other Intangible Assets	Goodwill	Net PPE	Accumulated Depreciation	Gross PPE	Construction In Progress	Other Properties	Machinery Furniture Equipment	Buildings And Improvements	Land And Improvements	Properties	Current Assets	Other Current Assets	Inventory	Other Inventories	Finished Goods	Work In Process	Raw Materials	Receivables	Accounts Receivable	Allowance For Doubtful Accounts Receivable	Gross Accounts Receivable	Cash Cash Equivalents And Short Term Investments	Other Short Term Investments	Cash And Cash Equivalents	Free Cash Flow	Repurchase Of Capital Stock	Repayment Of Debt	Issuance Of Debt	Issuance Of Capital Stock	Capital Expenditure	Interest Paid Supplemental Data	Income Tax Paid Supplemental Data	End Cash Position	Beginning Cash Position	Effect Of Exchange Rate Changes	Changes In Cash	Financing Cash Flow	Cash Flow From Continuing Financing Activities	Net Other Financing Charges	Cash Dividends Paid	Common Stock Dividend Paid	Net Common Stock Issuance	Common Stock Payments	Common Stock Issuance	Net Issuance Payments Of Debt	Net Short Term Debt Issuance	Short Term Debt Issuance	Net Long Term Debt Issuance	Long Term Debt Payments	Long Term Debt Issuance	Investing Cash Flow	Cash Flow From Continuing Investing Activities	Net Other Investing Changes	Net Investment Purchase And Sale	Sale Of Investment	Purchase Of Investment	Net Business Purchase And Sale	Purchase Of Business	Net PPE Purchase And Sale	Purchase Of PPE	Operating Cash Flow	Cash Flow From Continuing Operating Activities	Change In Working Capital	Change In Other Working Capital	Change In Payables And Accrued Expense	Change In Inventory	Change In Receivables	Changes In Account Receivables	Other Non Cash Items	Stock Based Compensation	Provisionand Write Offof Assets	Deferred Tax	Deferred Income Tax	Depreciation Amortization Depletion	Depreciation And Amortization	Net Income From Continuing Operations
2026-04-30	-44520174.482007	0.313522	2868000000.0	-142000000.0	-142000000.0	1244000000.0	716000000.0	3090000000.0	2726000000.0	2010000000.0	-176000000.0	176000000.0	1341479825.517993	1244000000.0	7794000000.0	1873000000.0	1288200000.0	1281500000.0	0.96	0.97	1244000000.0	1244000000.0	1244000000.0	-16000000.0	1259000000.0	1259000000.0	575000000.0	1834000000.0	-5000000.0	137000000.0	-142000000.0	24000000.0	118000000.0	-176000000.0	176000000.0	2013000000.0	4396000000.0	260000000.0	408000000.0	408000000.0	408000000.0	408000000.0	671000000.0	3057000000.0	6409000000.0	3398000000.0	9807000000.0	9807000000.0	1280177293.0	1280177293.0	25952000000.0	27961000000.0	-3270000000.0	77364000000.0	13129000000.0	-3270000000.0	60000000.0	49463000000.0	75582000000.0	50072000000.0	609000000.0	49463000000.0		-4101000000.0	-4101000000.0	32638000000.0	20926000000.0	0.0	0.0	42956000000.0	31298000000.0	2055000000.0	1193000000.0	1515000000.0	362000000.0	362000000.0	26173000000.0	54000000.0	26119000000.0	11658000000.0		1788000000.0	6000000.0	1782000000.0		22000000.0		1760000000.0	2678000000.0	7192000000.0	3634000000.0	3558000000.0	914000000.0	914000000.0	2644000000.0	93028000000.0	68240000000.0	4147000000.0	3943000000.0	52733000000.0	10146000000.0	42587000000.0	7417000000.0	-9749000000.0	17166000000.0	2435000000.0	7972000000.0	3706000000.0	2883000000.0	170000000.0	0.0	24787000000.0	2973000000.0	5951000000.0		4075000000.0	800000000.0	1076000000.0	6643000000.0	6643000000.0	-190000000.0	6833000000.0	9220000000.0	7271000000.0	1949000000.0	2085000000.0	-435000000.0	0.0	9000000.0	635000000.0	-488000000.0	201000000.0	344000000.0	1949000000.0	1147000000.0	33000000.0	769000000.0	-888000000.0	-888000000.0	-16000000.0	-908000000.0	-908000000.0	200000000.0	-435000000.0	635000000.0	-164000000.0	-164000000.0		0.0	0.0	0.0	-917000000.0	-918000000.0	7000000.0	-30000000.0	2123000000.0	-2153000000.0	-406000000.0	-406000000.0	-488000000.0	-488000000.0	2573000000.0	2574000000.0	444000000.0	209000000.0	123000000.0	399000000.0	-287000000.0	-287000000.0	33000000.0	95000000.0	34000000.0	-8000000.0	-8000000.0	716000000.0	716000000.0	1259000000.0
2026-01-31	-25146723.646724	0.180912	2473000000.0	-139000000.0	-139000000.0	1143000000.0	749000000.0	2953000000.0	2334000000.0	1585000000.0	-181000000.0	181000000.0	1256853276.353276	1143000000.0	7415000000.0	1464000000.0	1289500000.0	1282600000.0	0.89	0.89	1143000000.0	1143000000.0	1143000000.0	-6000000.0	1150000000.0	1150000000.0	254000000.0	1404000000.0	-18000000.0	121000000.0	-139000000.0	62000000.0	77000000.0	-181000000.0	181000000.0	1602000000.0	4154000000.0	35000000.0	441000000.0	441000000.0	441000000.0	441000000.0	722000000.0	2956000000.0	5756000000.0	3261000000.0	9017000000.0	9017000000.0	1283366516.0	1283366516.0	26866000000.0	28071000000.0	-3242000000.0	76998000000.0	14576000000.0	-3242000000.0	58000000.0	48985000000.0	76807000000.0	49196000000.0	211000000.0	48985000000.0		-4330000000.0	-4330000000.0	32303000000.0	21012000000.0	0.0	0.0	42289000000.0	32794000000.0	1771000000.0	1191000000.0	1587000000.0	365000000.0	365000000.0	27880000000.0	58000000.0	27822000000.0	9495000000.0		191000000.0		191000000.0					2581000000.0	6723000000.0	3504000000.0	3219000000.0	650000000.0	650000000.0	2569000000.0	91485000000.0	67414000000.0	4041000000.0	3967000000.0	52227000000.0	10335000000.0	41892000000.0	7179000000.0									24071000000.0	3020000000.0	6309000000.0		4194000000.0	883000000.0	1232000000.0	6359000000.0	6359000000.0	-207000000.0	6566000000.0	8383000000.0	7236000000.0	1147000000.0	2300000000.0	-105000000.0	0.0	0.0	164000000.0	-444000000.0	31000000.0	204000000.0	1147000000.0	1282000000.0	24000000.0	-159000000.0	-2087000000.0	-2086000000.0	-6000000.0	-911000000.0	-911000000.0	59000000.0	-105000000.0	164000000.0	-1229000000.0	-1229000000.0		0.0	0.0	0.0	-816000000.0	-815000000.0	-25000000.0	-347000000.0	2024000000.0	-2371000000.0			-444000000.0	-444000000.0	2744000000.0	2743000000.0	702000000.0	117000000.0	703000000.0	-131000000.0	13000000.0	13000000.0	114000000.0	94000000.0	36000000.0	-101000000.0	-101000000.0	749000000.0	749000000.0	1150000000.0
2025-10-31	-1346274.264245	0.134627	2533000000.0	-10000000.0	-10000000.0	1374000000.0	745000000.0	2779000000.0	2523000000.0	1778000000.0	-181000000.0	181000000.0	1382653725.735755	1374000000.0	7265000000.0	1686000000.0	1288000000.0	1282000000.0	1.07	1.07	1374000000.0	1374000000.0	1374000000.0	-7000000.0	1381000000.0	1381000000.0	215000000.0	1597000000.0	82000000.0	92000000.0	-10000000.0		10000000.0	-181000000.0	181000000.0	1696000000.0	4204000000.0	22000000.0	463000000.0	463000000.0	463000000.0	463000000.0	754000000.0	2965000000.0	5900000000.0	3061000000.0	8961000000.0	8961000000.0	1281984552.0	1281984552.0	27763000000.0	29100000000.0	-3931000000.0	77697000000.0	14061000000.0	-3931000000.0	55000000.0	48652000000.0	76277000000.0	48857000000.0	204000000.0	48652000000.0		-4275000000.0	-4275000000.0	32070000000.0	20857000000.0	0.0	0.0	42489000000.0	32554000000.0	1765000000.0	1184000000.0	1539000000.0	386000000.0	386000000.0	27680000000.0	55000000.0	27625000000.0	9935000000.0	1000000.0	1420000000.0		1420000000.0					2130000000.0	6384000000.0	3153000000.0	3231000000.0	650000000.0	650000000.0	2581000000.0	91346000000.0	67352000000.0	3748000000.0	3857000000.0	52583000000.0	10772000000.0	41811000000.0	7164000000.0									23996000000.0	3124000000.0	6156000000.0		4195000000.0	853000000.0	1108000000.0	6389000000.0	6389000000.0	-200000000.0	6589000000.0	8327000000.0	7045000000.0	1282000000.0	457000000.0	-372000000.0	-1768000000.0	1098000000.0	160000000.0	-468000000.0	461000000.0	992000000.0	1282000000.0	1273000000.0	-39000000.0	48000000.0	-395000000.0	-395000000.0	-5000000.0	-910000000.0	-910000000.0	-212000000.0	-372000000.0	160000000.0	732000000.0	753000000.0		-21000000.0	-1768000000.0	1747000000.0	-482000000.0	-482000000.0	139000000.0	-153000000.0	1948000000.0	-2101000000.0			-468000000.0	-468000000.0	925000000.0	925000000.0	-1422000000.0	-727000000.0	-182000000.0	-299000000.0	-214000000.0	-214000000.0	8000000.0	182000000.0	38000000.0	-7000000.0	-7000000.0	745000000.0	745000000.0	1381000000.0
2025-07-31	-14101382.488479	0.195853	2298000000.0	-72000000.0	-72000000.0	1040000000.0	748000000.0	2712000000.0	2226000000.0	1478000000.0	-176000000.0	176000000.0	1097898617.511521	1040000000.0	7062000000.0	1445000000.0	1287100000.0	1281600000.0	0.81	0.81	1040000000.0	1040000000.0	1040000000.0	-7000000.0	1047000000.0	1047000000.0	255000000.0	1302000000.0	-39000000.0	33000000.0	-72000000.0	27000000.0	45000000.0	-176000000.0	176000000.0	1516000000.0	4061000000.0	70000000.0	459000000.0	459000000.0	459000000.0	459000000.0	726000000.0	2806000000.0	5577000000.0	3001000000.0	8578000000.0	8578000000.0	1281869213.0	1281869213.0	27285000000.0	28609000000.0	-5337000000.0	76451000000.0	11693000000.0	-5337000000.0	51000000.0	47893000000.0	74021000000.0	48133000000.0	240000000.0	47893000000.0		-4604000000.0	-4604000000.0	31606000000.0	20891000000.0	0.0	0.0	42839000000.0	31309000000.0	1813000000.0	1179000000.0	1722000000.0	416000000.0	416000000.0	26179000000.0	51000000.0	26128000000.0	11530000000.0	-1000000.0	2430000000.0		2430000000.0					2017000000.0	7084000000.0	3596000000.0	3488000000.0	933000000.0	933000000.0	2555000000.0	90972000000.0	67750000000.0	3585000000.0	3929000000.0	53230000000.0	11223000000.0	42007000000.0	7006000000.0									23223000000.0	2953000000.0	5886000000.0		4022000000.0	792000000.0	1072000000.0	6263000000.0	6263000000.0	-204000000.0	6467000000.0	8121000000.0	6848000000.0	1273000000.0	584000000.0	-123000000.0	-1162000000.0	649000000.0	95000000.0	-504000000.0	81000000.0	402000000.0	1273000000.0	2218000000.0	67000000.0	-1012000000.0	-1381000000.0	-1381000000.0	70000000.0	-910000000.0	-910000000.0	-28000000.0	-123000000.0	95000000.0	-513000000.0	649000000.0	649000000.0	-1162000000.0	-1162000000.0	0.0	-719000000.0	-719000000.0	-125000000.0	-90000000.0	2010000000.0	-2100000000.0			-504000000.0	-504000000.0	1088000000.0	1088000000.0	-1147000000.0	-464000000.0	-598000000.0	-373000000.0	288000000.0	288000000.0	159000000.0	86000000.0	28000000.0	167000000.0	167000000.0	748000000.0	748000000.0	1047000000.0
2025-04-30	-56812053.925456	0.157811	2635000000.0	-360000000.0	-360000000.0	1056000000.0	840000000.0	2871000000.0	2275000000.0	1435000000.0	-174000000.0	174000000.0	1359187946.074544	1056000000.0	7130000000.0	1436000000.0	1287700000.0	1282300000.0	0.82	0.82	1056000000.0	1056000000.0	1056000000.0	-5000000.0	1061000000.0	1061000000.0	199000000.0	1261000000.0	-361000000.0	-1000000.0	-360000000.0	213000000.0	147000000.0	-174000000.0	174000000.0	1797000000.0	3983000000.0	15000000.0	564000000.0	564000000.0	564000000.0	564000000.0	684000000.0	2720000000.0	5780000000.0	3147000000.0	8927000000.0	8927000000.0	1281934628.0	1281934628.0	26240000000.0	28516000000.0	-5380000000.0	76482000000.0	10935000000.0	-5380000000.0	58000000.0	48024000000.0	73614000000.0	48256000000.0	232000000.0	48024000000.0	-1000000.0	-4284000000.0	-4284000000.0	31476000000.0	20833000000.0	0.0	0.0	43424000000.0	30545000000.0	1768000000.0	1158000000.0	1574000000.0	403000000.0	403000000.0	25642000000.0	52000000.0	25590000000.0	12879000000.0	1000000.0	2874000000.0	6000000.0	2868000000.0	2855000000.0	13000000.0	0.0	0.0	2514000000.0	7490000000.0	3683000000.0	3807000000.0	1358000000.0	1358000000.0	2449000000.0	91680000000.0	67865000000.0	3584000000.0	4040000000.0	53404000000.0	11667000000.0	41737000000.0	6837000000.0	-8799000000.0	15636000000.0	2340000000.0	7156000000.0	3295000000.0	2685000000.0	160000000.0	0.0	23814000000.0	2858000000.0	5476000000.0		3779000000.0	744000000.0	953000000.0	6515000000.0	6515000000.0	-199000000.0	6714000000.0	8965000000.0	6747000000.0	2218000000.0	2069000000.0	-274000000.0		0.0	108000000.0	-459000000.0	195000000.0	304000000.0	2218000000.0	1240000000.0	283000000.0	695000000.0	-1343000000.0	-1343000000.0	-280000000.0	-897000000.0	-897000000.0	-166000000.0	-274000000.0	108000000.0	0.0	0.0		0.0		0.0	-490000000.0	-490000000.0	-138000000.0	107000000.0	2240000000.0	-2133000000.0	0.0	0.0	-459000000.0	-459000000.0	2528000000.0	2528000000.0	450000000.0	147000000.0	366000000.0	186000000.0	-249000000.0	-249000000.0	296000000.0	89000000.0	27000000.0	-235000000.0	-235000000.0	840000000.0	840000000.0	1061000000.0
2025-01-31																																22000000.0																															-1000000.0																																																				-1000000.0													0.0																						0.0								-98000000.0	-98000000.0																		
2024-10-31																																																															1000000.0																																																																																																																		
