Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-04-22 08:00:00-04:00	2.0		
2026-01-28 06:00:00-05:00	3.14	12.91	310.91
2025-10-22 06:00:00-04:00	1.74	1.42	-18.56
2025-07-23 06:00:00-04:00	1.49	1.77	18.38
2025-04-23 06:00:00-04:00	0.61	0.91	49.13
2025-01-22 06:00:00-05:00	2.49	1.73	-30.6
2024-10-23 06:00:00-04:00	0.22	-0.04	-116.56
2024-07-24 06:00:00-04:00	0.82	4.65	468.84
2024-04-25 06:00:00-04:00	-0.13	-0.47	-254.72
