Metric	Value
revenuePerShare	18.35484
sector	Industrials
sectorDisp	Industrials
sectorKey	industrials
sharesOutstanding	980569400
shortName	A.P. Moeller-Maersk A/S
sourceInterval	15
symbol	AMKBY
targetHighPrice	13.2
targetLowPrice	13.2
targetMeanPrice	13.2
targetMedianPrice	13.2
totalCash	18428000256
totalCashPerShare	6.33
totalDebt	17508999168
totalRevenue	53637001216
tradeable	False
trailingAnnualDividendRate	75.461
trailingAnnualDividendYield	5.854228
trailingEps	0.54
trailingPE	24.074074
trailingPegRatio	None
triggerable	False
twoHundredDayAverage	11.6988
twoHundredDayAverageChange	1.3011999
twoHundredDayAverageChangePercent	0.111225076
typeDisp	Equity
volume	13212
website	https://www.maersk.com
zip	1263
